Timestamp,Pulse Rate (bpm)
2025-06-23 14:57:28.847661,92
2025-06-23 14:57:28.892655,92
2025-06-23 14:57:28.943542,92
2025-06-23 14:57:28.996838,92
2025-06-23 14:57:29.043267,92
2025-06-23 14:57:29.096335,92
2025-06-23 14:57:29.143751,92
2025-06-23 14:57:29.194305,92
2025-06-23 14:57:29.245616,92
2025-06-23 14:57:29.294797,92
2025-06-23 14:57:29.346709,92
2025-06-23 14:57:29.396867,92
2025-06-23 14:57:29.446946,92
2025-06-23 14:57:29.497914,92
2025-06-23 14:57:29.547931,92
2025-06-23 14:57:29.598525,92
2025-06-23 14:57:29.649113,92
2025-06-23 14:57:29.699351,92
2025-06-23 14:57:29.749547,92
2025-06-23 14:57:29.800975,92
2025-06-23 14:57:29.850807,92
2025-06-23 14:57:29.901490,92
2025-06-23 14:57:29.951774,92
2025-06-23 14:57:30.003196,92
2025-06-23 14:57:30.056302,92
2025-06-23 14:57:30.102736,92
2025-06-23 14:57:30.154135,92
2025-06-23 14:57:30.205055,92
2025-06-23 14:57:30.253625,92
2025-06-23 14:57:30.305695,92
2025-06-23 14:57:30.355703,92
2025-06-23 14:57:30.415595,92
2025-06-23 14:57:30.456880,92
2025-06-23 14:57:30.507376,92
2025-06-23 14:57:30.557461,92
2025-06-23 14:57:30.608203,92
2025-06-23 14:57:30.658027,92
2025-06-23 14:57:30.708551,92
2025-06-23 14:57:30.757700,92
2025-06-23 14:57:30.809216,92
2025-06-23 14:57:30.858880,92
2025-06-23 14:57:30.909676,92
2025-06-23 14:57:30.958982,92
2025-06-23 14:57:31.010463,92
2025-06-23 14:57:31.060773,92
2025-06-23 14:57:31.112272,92
2025-06-23 14:57:31.162765,92
2025-06-23 14:57:31.213039,92
2025-06-23 14:57:31.261781,92
2025-06-23 14:57:31.313495,92
2025-06-23 14:57:31.364029,92
2025-06-23 14:57:31.414714,92
2025-06-23 14:57:31.465246,92
2025-06-23 14:57:31.515107,92
2025-06-23 14:57:31.565178,92
2025-06-23 14:57:31.615913,92
2025-06-23 14:57:31.666417,92
2025-06-23 14:57:31.716522,92
2025-06-23 14:57:31.766948,92
2025-06-23 14:57:31.817065,92
2025-06-23 14:57:31.867232,92
2025-06-23 14:57:31.917985,92
2025-06-23 14:57:31.967826,92
2025-06-23 14:57:32.017478,92
2025-06-23 14:57:32.068811,92
2025-06-23 14:57:32.118954,92
2025-06-23 14:57:32.169299,92
2025-06-23 14:57:32.219342,92
2025-06-23 14:57:32.268460,92
2025-06-23 14:57:32.320684,92
2025-06-23 14:57:32.369614,92
2025-06-23 14:57:32.420671,92
2025-06-23 14:57:32.470185,92
2025-06-23 14:57:32.521513,92
2025-06-23 14:57:32.571546,92
2025-06-23 14:57:32.622131,92
2025-06-23 14:57:32.672796,92
2025-06-23 14:57:32.723194,92
2025-06-23 14:57:32.774349,92
2025-06-23 14:57:32.824354,92
2025-06-23 14:57:32.874970,92
2025-06-23 14:57:32.925671,89
2025-06-23 14:57:32.975704,89
2025-06-23 14:57:33.025351,89
2025-06-23 14:57:33.075859,89
2025-06-23 14:57:33.127492,89
2025-06-23 14:57:33.177360,89
2025-06-23 14:57:33.228416,89
2025-06-23 14:57:33.277750,89
2025-06-23 14:57:33.329732,89
2025-06-23 14:57:33.379956,89
2025-06-23 14:57:33.429812,89
2025-06-23 14:57:33.481585,89
2025-06-23 14:57:33.530865,89
2025-06-23 14:57:33.580456,89
2025-06-23 14:57:33.630526,89
2025-06-23 14:57:33.681586,89
2025-06-23 14:57:33.731811,86
2025-06-23 14:57:33.782342,86
2025-06-23 14:57:33.832436,86
2025-06-23 14:57:33.883179,86
2025-06-23 14:57:33.933343,86
2025-06-23 14:57:33.983685,86
2025-06-23 14:57:34.033711,86
2025-06-23 14:57:34.084252,86
2025-06-23 14:57:34.134462,86
2025-06-23 14:57:34.184581,86
2025-06-23 14:57:34.235200,86
2025-06-23 14:57:34.286319,86
2025-06-23 14:57:34.336106,86
2025-06-23 14:57:34.386511,86
2025-06-23 14:57:34.435870,86
